message_id,text,label,category
msg_25,Congratulations! You have won ₹358445 in the Jio lucky draw. Send ₹310 registration fee to UPI: groy@ybl to claim.,1,scam
msg_281,Your Amazon package AMZ2417 is out for delivery today.,0,safe
msg_323,Please send the Q3 report by EOD. Thanks.,0,safe
msg_15,Congratulations! You have won ₹400840 in the Jio lucky draw. Send ₹372 registration fee to UPI: raghav62@ybl to claim.,1,scam
msg_182,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_62,Emergency: Hi I am in hospital right now with an accident. Please pay ₹358 immediately via Google Pay to raubenjamin@ybl.,1,scam
msg_55,URGENT: Your FedEx package FDX8411 is on hold due to unpaid customs fee of ₹4231. Pay here to release: http://batta-update.com/kyc,1,scam
msg_50,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 2852978249 to cancel.,1,scam
msg_178,Remember to pick up groceries on your way back home.,0,safe
msg_319,Happy Birthday Nitara! Wishing you a great year ahead.,0,safe
msg_295,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_333,Can you call me when you have a minute? Need to discuss the presentation.,0,safe
msg_126,URGENT: Your FedEx package FDX9719 is on hold due to unpaid customs fee of ₹188. Pay here to release: http://sastry-golla-update.com/kyc,1,scam
msg_221,Mom said dinner is ready. Come to the dining table.,0,safe
msg_264,Meeting is scheduled for tomorrow at 10 AM in the main conference room.,0,safe
msg_212,Happy Birthday Ishani! Wishing you a great year ahead.,0,safe
msg_232,"Hey Ekalinga, are we still meeting for chai at 8 PM?",0,safe
msg_135,TRAI Alert: Your mobile number +918790543298 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_102,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://kade-update.com/kyc to verify your identity.,1,scam
msg_112,Emergency: Hi I am in hospital right now with an accident. Please pay ₹1660 immediately via Google Pay to rajagopalsarthak@ybl.,1,scam
msg_149,Sir we are calling from Amazon customer support. Someone purchased iPhone 15 from your card. Call us at 06092325942 to cancel.,1,scam
msg_77,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://datta-update.com/kyc to verify your identity.,1,scam
msg_88,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://sani-update.com/kyc,1,scam
msg_169,URGENT: Your FedEx package FDX4349 is on hold due to unpaid customs fee of ₹2293. Pay here to release: http://basu-update.com/kyc,1,scam
msg_306,Your Amazon package AMZ3828 is out for delivery today.,0,safe
msg_316,Mom said dinner is ready. Come to the dining table.,0,safe
msg_83,Emergency: Hi I am in hospital right now with an accident. Please pay ₹4663 immediately via Google Pay to diptagaba@ybl.,1,scam
msg_165,Income Tax Dept: Your refund of ₹424990 has been approved. Claim your refund instantly here: http://magar-update.com/kyc,1,scam
msg_237,Your Amazon package AMZ5860 is out for delivery today.,0,safe
msg_150,Congratulations! You have won ₹409308 in the Jio lucky draw. Send ₹944 registration fee to UPI: ishanker@ybl to claim.,1,scam
msg_51,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://wadhwa-update.com/kyc to verify your identity.,1,scam
msg_141,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://warrior-ray-update.com/kyc,1,scam
msg_167,"Dear customer, your SBI account 0316 will be blocked today due to pending KYC. Please update PAN immediately: http://sagar-update.com/kyc",1,scam
msg_58,Income Tax Dept: Your refund of ₹111258 has been approved. Claim your refund instantly here: http://gopal-update.com/kyc,1,scam
msg_49,Congratulations! You have won ₹293470 in the Jio lucky draw. Send ₹710 registration fee to UPI: qoak@ybl to claim.,1,scam
msg_100,"Dear customer, your SBI account 7148 will be blocked today due to pending KYC. Please update PAN immediately: http://divan-update.com/kyc",1,scam
msg_287,Please send the Q3 report by EOD. Thanks.,0,safe
msg_26,Income Tax Dept: Your refund of ₹410264 has been approved. Claim your refund instantly here: http://khatri-update.com/kyc,1,scam
msg_96,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://swaminathan-sandhu-update.com/kyc to verify your identity.,1,scam
msg_44,Income Tax Dept: Your refund of ₹232675 has been approved. Claim your refund instantly here: http://gaba-update.com/kyc,1,scam
msg_314,Remember to pick up groceries on your way back home.,0,safe
msg_305,Your Amazon package AMZ6123 is out for delivery today.,0,safe
msg_14,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://madan-update.com/kyc to verify your identity.,1,scam
msg_300,Remember to pick up groceries on your way back home.,0,safe
msg_30,HR Team: Your resume has been selected for remote data entry job. Rs 2000/day. Message on Whatsapp: http://murty-update.com/kyc,1,scam
msg_132,"Dear customer, your SBI account 1871 will be blocked today due to pending KYC. Please update PAN immediately: http://kumar-update.com/kyc",1,scam
msg_120,Income Tax Dept: Your refund of ₹195981 has been approved. Claim your refund instantly here: http://nayar-ahuja-update.com/kyc,1,scam
msg_273,Please send the Q3 report by EOD. Thanks.,0,safe
msg_265,"Bhai, Swiggy order has arrived. Come down.",0,safe
msg_271,"Hey Isha, are we still meeting for chai at 3 PM?",0,safe
msg_247,Please send the Q3 report by EOD. Thanks.,0,safe
msg_138,URGENT: Your FedEx package FDX6755 is on hold due to unpaid customs fee of ₹1465. Pay here to release: http://doctor-saran-update.com/kyc,1,scam
msg_54,Emergency: Hi I am in hospital right now with an accident. Please pay ₹97 immediately via Google Pay to dalalyochana@ybl.,1,scam
msg_133,[HDFC Bank] Your NetBanking is temporarily disabled. Click http://natt-sani-update.com/kyc to verify your identity.,1,scam
msg_59,URGENT: Your FedEx package FDX4180 is on hold due to unpaid customs fee of ₹2749. Pay here to release: http://venkatesh-update.com/kyc,1,scam
msg_131,TRAI Alert: Your mobile number +912183063589 will be disconnected in 2 hours for illegal activity. Call 1800-11-2233 or press 9.,1,scam
msg_257,Mom said dinner is ready. Come to the dining table.,0,safe
msg_33,"Dear customer, your SBI account 0596 will be blocked today due to pending KYC. Please update PAN immediately: http://rajan-bava-update.com/kyc",1,scam
msg_196,Your Amazon package AMZ6164 is out for delivery today.,0,safe
msg_318,"Hey Sachi, are we still meeting for chai at 6 PM?",0,safe
msg_236,Happy Birthday Dakshesh! Wishing you a great year ahead.,0,safe
